,cve_id,user,project,repository,description,label
1409,CVE-2014-9716,kogmbh,WebODF,https://github.com/kogmbh/WebODF,Cross-site scripting (XSS) vulnerability in WebODF before 0.5.4 allows remote attackers to inject arbitrary web script or HTML via a file name.,WebODF
1152,CVE-2014-9717,torvalds,linux,https://github.com/torvalds/linux,"fs/namespace.c in the Linux kernel before 4.0.2 processes MNT_DETACH umount2 system calls without verifying that the MNT_LOCKED flag is unset, which allows local users to bypass intended access restrictions and navigate to filesystem locations beneath a mount by calling umount2 within a user namespace.",Linux
543,CVE-2014-9721,zeromq,libzmq,https://github.com/zeromq/libzmq,libzmq before 4.0.6 and 4.1.x before 4.1.1 allows remote attackers to conduct downgrade attacks and bypass ZMTP v3 protocol security mechanisms via a ZMTP v2 or earlier header.,libzmq
3134,CVE-2014-9728,torvalds,linux,https://github.com/torvalds/linux,"The UDF filesystem implementation in the Linux kernel before 3.18.2 does not validate certain lengths, which allows local users to cause a denial of service (buffer over-read and system crash) via a crafted filesystem image, related to fs/udf/inode.c and fs/udf/symlink.c.",Linux
2275,CVE-2014-9729,torvalds,linux,https://github.com/torvalds/linux,"The udf_read_inode function in fs/udf/inode.c in the Linux kernel before 3.18.2 does not ensure a certain data-structure size consistency, which allows local users to cause a denial of service (system crash) via a crafted UDF filesystem image.",Linux
1431,CVE-2014-9730,torvalds,linux,https://github.com/torvalds/linux,"The udf_pc_to_char function in fs/udf/symlink.c in the Linux kernel before 3.18.2 relies on component lengths that are unused, which allows local users to cause a denial of service (system crash) via a crafted UDF filesystem image.",Linux
3067,CVE-2014-9731,torvalds,linux,https://github.com/torvalds/linux,"The UDF filesystem implementation in the Linux kernel before 3.18.2 does not ensure that space is available for storing a symlink target's name along with a trailing \0 character, which allows local users to obtain sensitive information via a crafted filesystem image, related to fs/udf/symlink.c and fs/udf/unicode.c.",Linux
3433,CVE-2014-9733,nwjs,nw.js,https://github.com/nwjs/nw.js,"nw.js before 0.11.5 can simulate user input events in a normal frame, which allows remote attackers to have unspecified impact via unknown vectors.",nw.js
109,CVE-2014-9756,erikd,libsndfile,https://github.com/erikd/libsndfile,The psf_fwrite function in file_io.c in libsndfile allows attackers to cause a denial of service (divide-by-zero error and application crash) via unspecified vectors related to the headindex variable.,libsndfile
2654,CVE-2014-9773,atheme,atheme,https://github.com/atheme/atheme,"modules/chanserv/flags.c in Atheme before 7.2.7 allows remote attackers to modify the Anope FLAGS behavior by registering and dropping the (1) LIST, (2) CLEAR, or (3) MODIFY keyword nicks.",Atheme
3445,CVE-2014-9870,torvalds,linux,https://github.com/torvalds/linux,"The Linux kernel before 3.11 on ARM platforms, as used in Android before 2016-08-05 on Nexus 5 and 7 (2013) devices, does not properly consider user-space access to the TPIDRURW register, which allows local users to gain privileges via a crafted application, aka Android internal bug 28749743 and Qualcomm internal bug CR561044.",Linux
501,CVE-2014-9895,torvalds,linux,https://github.com/torvalds/linux,"drivers/media/media-device.c in the Linux kernel before 3.11, as used in Android before 2016-08-05 on Nexus 5 and 7 (2013) devices, does not properly initialize certain data structures, which allows local users to obtain sensitive information via a crafted application, aka Android internal bug 28750150 and Qualcomm internal bug CR570757, a different vulnerability than CVE-2014-1739.",Linux
2552,CVE-2014-9905,inverse-inc,sogo,https://github.com/inverse-inc/sogo,Multiple cross-site scripting (XSS) vulnerabilities in the Web Calendar in SOGo before 2.2.0 allow remote attackers to inject arbitrary web script or HTML via the (1) title of an appointment or (2) contact fields.,SOGo
41,CVE-2014-9907,ImageMagick,ImageMagick,https://github.com/ImageMagick/ImageMagick,coders/dds.c in ImageMagick allows remote attackers to cause a denial of service via a crafted DDS file.,ImageMagick
3405,CVE-2014-9914,torvalds,linux,https://github.com/torvalds/linux,Race condition in the ip4_datagram_release_cb function in net/ipv4/datagram.c in the Linux kernel before 3.15.2 allows local users to gain privileges or cause a denial of service (use-after-free) by leveraging incorrect expectations about locking during multithreaded access to internal data structures for IPv4 UDP sockets.,Linux
2553,CVE-2014-9938,git,git,https://github.com/git/git,"contrib/completion/git-prompt.sh in Git before 1.9.3 does not sanitize branch names in the PS1 variable, allowing a malicious repository to cause code execution.",git
2799,CVE-2014-9940,torvalds,linux,https://github.com/torvalds/linux,The regulator_ena_gpio_free function in drivers/regulator/core.c in the Linux kernel before 3.19 allows local users to gain privileges or cause a denial of service (use-after-free) via a crafted application.,Linux
144,CVE-2015-0167,fraywing,textAngular,https://github.com/fraywing/textAngular,Cross-site scripting (XSS) vulnerability in textAngular-sanitize.js in textAngular before 1.3.7 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors to the editor.,textAngular
1022,CVE-2015-0204,openssl,openssl,https://github.com/openssl/openssl,"The ssl3_get_key_exchange function in s3_clnt.c in OpenSSL before 0.9.8zd, 1.0.0 before 1.0.0p, and 1.0.1 before 1.0.1k allows remote SSL servers to conduct RSA-to-EXPORT_RSA downgrade attacks and facilitate brute-force decryption by offering a weak ephemeral RSA key in a noncompliant role, related to the ""FREAK"" issue.  NOTE: the scope of this CVE is only client code based on OpenSSL, not EXPORT_RSA issues associated with servers or other TLS implementations.",OpenSSL
2809,CVE-2015-0206,openssl,openssl,https://github.com/openssl/openssl,"Memory leak in the dtls1_buffer_record function in d1_pkt.c in OpenSSL 1.0.0 before 1.0.0p and 1.0.1 before 1.0.1k allows remote attackers to cause a denial of service (memory consumption) by sending many duplicate records for the next epoch, leading to failure of replay detection.",OpenSSL
1073,CVE-2015-0239,torvalds,linux,https://github.com/torvalds/linux,"The em_sysenter function in arch/x86/kvm/emulate.c in the Linux kernel before 3.18.5, when the guest OS lacks SYSENTER MSR initialization, allows guest OS users to gain guest OS privileges or cause a denial of service (guest OS crash) by triggering use of a 16-bit code segment for emulation of a SYSENTER instruction.",Linux
799,CVE-2015-0274,torvalds,linux,https://github.com/torvalds/linux,"The XFS implementation in the Linux kernel before 3.15 improperly uses an old size value during remote attribute replacement, which allows local users to cause a denial of service (transaction overrun and data corruption) or possibly gain privileges by leveraging XFS filesystem access.",Linux
1982,CVE-2015-0278,libuv,libuv,https://github.com/libuv/libuv,"libuv before 0.10.34 does not properly drop group privileges, which allows context-dependent attackers to gain privileges via unspecified vectors.",libuv
2022,CVE-2015-0284,spacewalkproject,spacewalk,https://github.com/spacewalkproject/spacewalk,"Cross-site scripting (XSS) vulnerability in spacewalk-java in Spacewalk and Red Hat Satellite 5.7 allows remote authenticated users to inject arbitrary web script or HTML via crafted XML data to the XMLRPC API, involving user details.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2014-7811.",spacewalk
1869,CVE-2015-0856,sddm,sddm,https://github.com/sddm/sddm,"daemon/Greeter.cpp in sddm before 0.13.0 does not properly disable the KDE crash handler, which allows local users to gain privileges by crashing a greeter when using certain themes, as demonstrated by the plasma-workspace breeze theme.",sddm
3274,CVE-2015-1040,bedita,bedita,https://github.com/bedita/bedita,"Multiple cross-site scripting (XSS) vulnerabilities in the administrative backend in BEdita 3.4.0 allow remote authenticated users to inject arbitrary web script or HTML via the (1) lrealname field in the editProfile form to index.php/home/profile; the (2) data[title] or (3) data[description] field in the addQuickItem form to index.php; the (4) ""note text"" field in the saveNote form to index.php/areas; or the (5) titleBEObject or (6) tagsArea field in the updateForm form to index.php/documents/view.",BEdita
2370,CVE-2015-1053,croogo,croogo,https://github.com/croogo/croogo,Cross-site scripting (XSS) vulnerability in the administrative backend in Croogo before 2.2.1 allows remote attackers to inject arbitrary web script or HTML via the path parameter to admin/file_manager/file_manager/editfile.,Croogo
1179,CVE-2015-1169,Jasig,cas,https://github.com/Jasig/cas,"Apereo Central Authentication Service (CAS) Server before 3.5.3 allows remote attackers to conduct LDAP injection attacks via a crafted username, as demonstrated by using a wildcard and a valid password to bypass LDAP authentication.",CAS
2577,CVE-2015-1191,madler,pigz,https://github.com/madler/pigz,Multiple directory traversal vulnerabilities in pigz 2.3.1 allow remote attackers to write to arbitrary files via a (1) full pathname or (2) .. (dot dot) in an archive.,pigz
1681,CVE-2015-1208,FFmpeg,FFmpeg,https://github.com/FFmpeg/FFmpeg,Integer underflow in the mov_read_default function in libavformat/mov.c in FFmpeg before 2.4.6 allows remote attackers to obtain sensitive information from heap and/or stack memory via a crafted MP4 file.,FFmpeg
840,CVE-2015-1334,lxc,lxc,https://github.com/lxc/lxc,"attach.c in LXC 1.1.2 and earlier uses the proc filesystem in a container, which allows local container users to escape AppArmor or SELinux confinement by mounting a proc filesystem with a crafted (1) AppArmor profile or (2) SELinux label.",LXC
1789,CVE-2015-1335,lxc,lxc,https://github.com/lxc/lxc,lxc-start in lxc before 1.0.8 and 1.1.x before 1.1.4 allows local container administrators to escape AppArmor confinement via a symlink attack on a (1) mount target or (2) bind mount source.,lxc
24,CVE-2015-1342,lxc,lxcfs,https://github.com/lxc/lxcfs,"LXCFS before 0.12 does not properly enforce directory escapes, which might allow local users to gain privileges by (1) querying or (2) updating a cgroup.",LXCFS
1459,CVE-2015-1369,sequelize,sequelize,https://github.com/sequelize/sequelize,SQL injection vulnerability in Sequelize before 2.0.0-rc7 for Node.js allows remote attackers to execute arbitrary SQL commands via the order parameter.,Sequelize
3393,CVE-2015-1370,chjj,marked,https://github.com/chjj/marked,Incomplete blacklist vulnerability in marked 0.3.2 and earlier for Node.js allows remote attackers to conduct cross-site scripting (XSS) attacks via a vbscript tag in a link.,marked
3256,CVE-2015-1371,JRogaishio,ferretCMS,https://github.com/JRogaishio/ferretCMS,"Unrestricted file upload vulnerability in ferretCMS 1.0.4-alpha allows remote administrators to execute arbitrary code by uploading a file with an executable extension, then accessing it via a direct request to the file in custom/uploads/.",ferretCMS
2937,CVE-2015-1373,JRogaishio,ferretCMS,https://github.com/JRogaishio/ferretCMS,"Multiple cross-site scripting (XSS) vulnerabilities in admin.php in ferretCMS 1.0.4-alpha allow remote attackers to inject arbitrary web script or HTML via the (1) action parameter in a search request, (2) username in a login request, which is not properly handled when logging the event, or (3) page title in an insert action.",ferretCMS
2483,CVE-2015-1374,JRogaishio,ferretCMS,https://github.com/JRogaishio/ferretCMS,"Multiple cross-site request forgery (CSRF) vulnerabilities in admin.php in ferretCMS 1.0.4-alpha allow remote attackers to hijack the authentication of administrators for requests that conduct (1) cross-site scripting (XSS), (2) SQL injection, or (3) unrestricted file upload attacks.",ferretCMS
270,CVE-2015-1378,grml,grml-debootstrap,https://github.com/grml/grml-debootstrap,"cmdlineopts.clp in grml-debootstrap in Debian 0.54, 0.68.x before 0.68.1, 0.7x before 0.78 is sourced without checking that the local directory is writable by non-root users.",grml-debootstrap
2934,CVE-2015-1421,torvalds,linux,https://github.com/torvalds/linux,Use-after-free vulnerability in the sctp_assoc_update function in net/sctp/associola.c in the Linux kernel before 3.18.8 allows remote attackers to cause a denial of service (slab corruption and panic) or possibly have unspecified other impact by triggering an INIT collision that leads to improper handling of shared-key data.,Linux
3038,CVE-2015-1431,phpbb,phpbb,https://github.com/phpbb/phpbb,"Cross-site scripting (XSS) vulnerability in includes/startup.php in phpBB before 3.0.13 allows remote attackers to inject arbitrary web script or HTML via vectors related to ""Relative Path Overwrite.""",phpBB
854,CVE-2015-1432,phpbb,phpbb,https://github.com/phpbb/phpbb,"The message_options function in includes/ucp/ucp_pm_options.php in phpBB before 3.0.13 does not properly validate the form key, which allows remote attackers to conduct CSRF attacks and change the full folder setting via unspecified vectors.",phpBB
52,CVE-2015-1465,torvalds,linux,https://github.com/torvalds/linux,"The IPv4 implementation in the Linux kernel before 3.18.8 does not properly consider the length of the Read-Copy Update (RCU) grace period for redirecting lookups in the absence of caching, which allows remote attackers to cause a denial of service (memory consumption or system crash) via a flood of packets.",Linux
3259,CVE-2015-1471,delta,pragyan,https://github.com/delta/pragyan,SQL injection vulnerability in userprofile.lib.php in Pragyan CMS 3.0 allows remote attackers to execute arbitrary SQL commands via the user parameter to the default URI.,Pragyan
712,CVE-2015-1521,bro,bro,https://github.com/bro/bro,"analyzer/protocol/dnp3/DNP3.cc in Bro before 2.3.2 does not properly handle zero values of a packet length, which allows remote attackers to cause a denial of service (buffer overflow or buffer over-read if NDEBUG; otherwise assertion failure) via a crafted DNP3 packet.",Bro
185,CVE-2015-1522,bro,bro,https://github.com/bro/bro,"analyzer/protocol/dnp3/DNP3.cc in Bro before 2.3.2 does not reject certain non-zero values of a packet length, which allows remote attackers to cause a denial of service (buffer overflow or buffer over-read) via a crafted DNP3 packet.",Bro
1310,CVE-2015-1573,torvalds,linux,https://github.com/torvalds/linux,"The nft_flush_table function in net/netfilter/nf_tables_api.c in the Linux kernel before 3.18.5 mishandles the interaction between cross-chain jumps and ruleset flushes, which allows local users to cause a denial of service (panic) by leveraging the CAP_NET_ADMIN capability.",Linux
3430,CVE-2015-1603,kneecht,adminsystems,https://github.com/kneecht/adminsystems,Multiple cross-site scripting (XSS) vulnerabilities in Adminsystems CMS before 4.0.2 allow remote attackers to inject arbitrary web script or HTML via the (1) page parameter to index.php or (2) id parameter in a users_users action to asys/site/system.php.,Adminsystems
3180,CVE-2015-1604,kneecht,adminsystems,https://github.com/kneecht/adminsystems,"Unrestricted file upload vulnerability in asys/site/files.php in Adminsystems CMS before 4.0.2 allows remote authenticated users to execute arbitrary code by uploading a file with an executable extension, then accessing it via a direct request to the file in upload/files/.",Adminsystems
758,CVE-2015-1788,openssl,openssl,https://github.com/openssl/openssl,"The BN_GF2m_mod_inv function in crypto/bn/bn_gf2m.c in OpenSSL before 0.9.8s, 1.0.0 before 1.0.0e, 1.0.1 before 1.0.1n, and 1.0.2 before 1.0.2b does not properly handle ECParameters structures in which the curve is over a malformed binary polynomial field, which allows remote attackers to cause a denial of service (infinite loop) via a session that uses an Elliptic Curve algorithm, as demonstrated by an attack against a server that supports client authentication.",OpenSSL
2583,CVE-2015-1789,openssl,openssl,https://github.com/openssl/openssl,"The X509_cmp_time function in crypto/x509/x509_vfy.c in OpenSSL before 0.9.8zg, 1.0.0 before 1.0.0s, 1.0.1 before 1.0.1n, and 1.0.2 before 1.0.2b allows remote attackers to cause a denial of service (out-of-bounds read and application crash) via a crafted length field in ASN1_TIME data, as demonstrated by an attack against a server that supports client authentication with a custom verification callback.",OpenSSL
770,CVE-2015-1790,openssl,openssl,https://github.com/openssl/openssl,"The PKCS7_dataDecodefunction in crypto/pkcs7/pk7_doit.c in OpenSSL before 0.9.8zg, 1.0.0 before 1.0.0s, 1.0.1 before 1.0.1n, and 1.0.2 before 1.0.2b allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a PKCS#7 blob that uses ASN.1 encoding and lacks inner EncryptedContent data.",OpenSSL
3145,CVE-2015-1791,openssl,openssl,https://github.com/openssl/openssl,"Race condition in the ssl3_get_new_session_ticket function in ssl/s3_clnt.c in OpenSSL before 0.9.8zg, 1.0.0 before 1.0.0s, 1.0.1 before 1.0.1n, and 1.0.2 before 1.0.2b, when used for a multi-threaded client, allows remote attackers to cause a denial of service (double free and application crash) or possibly have unspecified other impact by providing a NewSessionTicket during an attempt to reuse a ticket that had been obtained earlier.",OpenSSL
3481,CVE-2015-1792,openssl,openssl,https://github.com/openssl/openssl,"The do_free_upto function in crypto/cms/cms_smime.c in OpenSSL before 0.9.8zg, 1.0.0 before 1.0.0s, 1.0.1 before 1.0.1n, and 1.0.2 before 1.0.2b allows remote attackers to cause a denial of service (infinite loop) via vectors that trigger a NULL value of a BIO data structure, as demonstrated by an unrecognized X.660 OID for a hash function.",OpenSSL
1687,CVE-2015-1805,torvalds,linux,https://github.com/torvalds/linux,"The (1) pipe_read and (2) pipe_write implementations in fs/pipe.c in the Linux kernel before 3.16 do not properly consider the side effects of failed __copy_to_user_inatomic and __copy_from_user_inatomic calls, which allows local users to cause a denial of service (system crash) or possibly gain privileges via a crafted application, aka an ""I/O vector array overrun.""",Linux
1891,CVE-2015-1838,saltstack,salt,https://github.com/saltstack/salt,modules/serverdensity_device.py in SaltStack before 2014.7.4 does not properly handle files in /tmp.,Salt
2211,CVE-2015-1839,saltstack,salt,https://github.com/saltstack/salt,modules/chef.py in SaltStack before 2014.7.4 does not properly handle files in /tmp.,Salt
1655,CVE-2015-1840,rails,jquery-rails,https://github.com/rails/jquery-rails,"jquery_ujs.js in jquery-rails before 3.1.3 and 4.x before 4.0.4 and rails.js in jquery-ujs before 1.0.4, as used with Ruby on Rails 3.x and 4.x, allow remote attackers to bypass the Same Origin Policy, and trigger transmission of a CSRF token to a different-domain web server, via a leading space character in a URL within an attribute value.",jquery-rails
333,CVE-2015-1844,theforeman,foreman,https://github.com/theforeman/foreman,Foreman before 1.7.5 allows remote authenticated users to bypass organization and location restrictions by connecting through the REST API.,Foreman
813,CVE-2015-1862,abrt,abrt,https://github.com/abrt/abrt,The crash reporting feature in Abrt allows local users to gain privileges by leveraging an execve by root after a chroot into a user-specified directory in a namedspaced environment.,Abrt
564,CVE-2015-1870,abrt,abrt,https://github.com/abrt/abrt,"The event scripts in Automatic Bug Reporting Tool (ABRT) uses world-readable permission on a copy of sosreport file in problem directories, which allows local users to obtain sensitive information from /var/log/messages via unspecified vectors.",ABRT
3101,CVE-2015-2041,torvalds,linux,https://github.com/torvalds/linux,"net/llc/sysctl_net_llc.c in the Linux kernel before 3.19 uses an incorrect data type in a sysctl table, which allows local users to obtain potentially sensitive information from kernel memory or possibly have unspecified other impact by accessing a sysctl entry.",Linux
1268,CVE-2015-2042,torvalds,linux,https://github.com/torvalds/linux,"net/rds/sysctl.c in the Linux kernel before 3.19 uses an incorrect data type in a sysctl table, which allows local users to obtain potentially sensitive information from kernel memory or possibly have unspecified other impact by accessing a sysctl entry.",Linux
2,CVE-2015-2059,jabberd2,jabberd2,https://github.com/jabberd2/jabberd2,"The stringprep_utf8_to_ucs4 function in libin before 1.31, as used in jabberd2, allows context-dependent attackers to read system memory and possibly have other unspecified impact via invalid UTF-8 characters in a string, which triggers an out-of-bounds read.",jabberd2
525,CVE-2015-2142,a-v-k,phpBugTracker,https://github.com/a-v-k/phpBugTracker,"Multiple cross-site request forgery (CSRF) vulnerabilities in Issuetracker phpBugTracker before 1.7.0 allow remote authenticated users to (1) hijack the authentication of users for requests that cause an unspecified impact via the id parameter to project.php, (2) hijack the authentication of users for requests that cause an unspecified impact via the group_id parameter to group.php, (3) hijack the authentication of users for requests that delete statuses via the status_id parameter to status.php, (4) hijack the authentication of users for requests that delete severities via the severity_id parameter to severity.php, (5) hijack the authentication of users for requests that cause an unspecified impact via the priority_id parameter to priority.php, (6) hijack the authentication of users for requests that delete the operating system via the os_id parameter to os.php, (7) hijack the authentication of users for requests that delete databases via the database_id parameter to database.php, or (8) hijack the authentication of users for requests that delete sites via the site_id parameter to sites.php.",phpBugTracker
378,CVE-2015-2144,a-v-k,phpBugTracker,https://github.com/a-v-k/phpBugTracker,Multiple cross-site scripting (XSS) vulnerabilities in Issuetracker phpBugTracker before 1.7.0 allow remote authenticated users to inject arbitrary web script or HTML via the (1) project name parameter to project.php; the (2) use_js parameter to user.php; the (3) use_js parameter to group.php; the (4) Description parameter to status.php; the (5) Description parameter to severity.php; the (6) Regex parameter to os.php; or the (7) Name parameter to database.php.,phpBugTracker
685,CVE-2015-2146,a-v-k,phpBugTracker,https://github.com/a-v-k/phpBugTracker,"Multiple SQL injection vulnerabilities in Issuetracker phpBugTracker before 1.7.0 allow remote attackers to execute arbitrary SQL commands via the (1) id parameter to project.php, the (2) group_id parameter to group.php, the (3) status_id parameter to status.php, the (4) resolution_id parameter to resolution.php, the (5) severity_id parameter to severity.php, the (6) priority_id parameter to priority.php, the (7) os_id parameter to os.php, or the (8) site_id parameter to site.php.",phpBugTracker
1712,CVE-2015-2150,torvalds,linux,https://github.com/torvalds/linux,"Xen 3.3.x through 4.5.x and the Linux kernel through 3.19.1 do not properly restrict access to PCI command registers, which might allow local guest OS users to cause a denial of service (non-maskable interrupt and host crash) by disabling the (1) memory or (2) I/O decoding for a PCI Express device and then accessing the device, which triggers an Unsupported Request (UR) response.",Linux
742,CVE-2015-2156,netty,netty,https://github.com/netty/netty,"Netty before 3.9.8.Final, 3.10.x before 3.10.3.Final, 4.0.x before 4.0.28.Final, and 4.1.x before 4.1.0.Beta5 and Play Framework 2.x before 2.3.9 might allow remote attackers to bypass the httpOnly flag on cookies and obtain sensitive information by leveraging improper validation of cookie name and value characters.",Netty
1291,CVE-2015-2171,slimphp,Slim,https://github.com/slimphp/Slim,Middleware/SessionCookie.php in Slim before 2.6.0 allows remote attackers to conduct PHP object injection attacks and execute arbitrary PHP code via crafted session data.,Slim
2593,CVE-2015-2172,splitbrain,dokuwiki,https://github.com/splitbrain/dokuwiki,"DokuWiki before 2014-05-05d and before 2014-09-29c does not properly check permissions for the ACL plugins, which allows remote authenticated users to gain privileges and add or delete ACL rules via a request to the XMLRPC API.",DokuWiki
1126,CVE-2015-2183,ZeusCart,zeuscart,https://github.com/ZeusCart/zeuscart,Multiple SQL injection vulnerabilities in the administrative backend in ZeusCart 4 allow remote administrators to execute arbitrary SQL commands via the id parameter in a (1) disporders detail or (2) subadminmgt edit action or (3) cid parameter in an editcurrency action to admin/.,ZeusCart
621,CVE-2015-2186,edx,configuration,https://github.com/edx/configuration,"The Ansible edxapp role in the Configuration Repo in edX allows remote websites to spoof edX accounts by leveraging use of the string literal ""False"" instead of a boolean False for the CORS_ORIGIN_ALLOW_ALL setting. Note: this vulnerability was fixed on 2015-03-06, but the version number was not changed.",Configuration
143,CVE-2015-2206,phpmyadmin,phpmyadmin,https://github.com/phpmyadmin/phpmyadmin,"libraries/select_lang.lib.php in phpMyAdmin 4.0.x before 4.0.10.9, 4.2.x before 4.2.13.2, and 4.3.x before 4.3.11.1 includes invalid language values in unknown-language error responses that contain a CSRF token and may be sent with HTTP compression, which makes it easier for remote attackers to conduct a BREACH attack and determine this token via a series of crafted requests.",phpMyAdmin
2216,CVE-2015-2217,Halamix2,MyUPB,https://github.com/Halamix2/MyUPB,Multiple cross-site scripting (XSS) vulnerabilities in Ultimate PHP Board (aka myUPB) before 2.2.8 allow remote attackers to inject arbitrary web script or HTML via the (1) q parameter to search.php or (2) avatar parameter to profile.php.,myUPB
1631,CVE-2015-2289,s9y,Serendipity,https://github.com/s9y/Serendipity,"Cross-site scripting (XSS) vulnerability in templates/2k11/admin/entries.tpl in Serendipity before 2.0.1 allows remote authenticated editors to inject arbitrary web script or HTML via the serendipity[cat][name] parameter to serendipity_admin.php, when creating a new category.",Serendipity
306,CVE-2015-2296,kennethreitz,requests,https://github.com/kennethreitz/requests,The resolve_redirects function in sessions.py in requests 2.1.0 through 2.5.3 allows remote attackers to conduct session fixation attacks via a cookie without a host value in a redirect.,requests
2155,CVE-2015-2304,libarchive,libarchive,https://github.com/libarchive/libarchive,Absolute path traversal vulnerability in bsdcpio in libarchive 3.1.2 and earlier allows remote attackers to write to arbitrary files via a full pathname in an archive.,libarchive
1988,CVE-2015-2318,mono,mono,https://github.com/mono/mono,"The TLS stack in Mono before 3.12.1 allows man-in-the-middle attackers to conduct message skipping attacks and consequently impersonate clients by leveraging missing handshake state validation, aka a ""SMACK SKIP-TLS"" issue.",Mono
3202,CVE-2015-2666,torvalds,linux,https://github.com/torvalds/linux,Stack-based buffer overflow in the get_matching_model_microcode function in arch/x86/kernel/cpu/microcode/intel_early.c in the Linux kernel before 4.0 allows context-dependent attackers to gain privileges by constructing a crafted microcode header and leveraging root privileges for write access to the initrd.,Linux
2411,CVE-2015-2678,semplon,GeniXCMS,https://github.com/semplon/GeniXCMS,Multiple cross-site scripting (XSS) vulnerabilities in MetalGenix GeniXCMS before 0.0.2 allow remote attackers to inject arbitrary web script or HTML via the (1) cat parameter in the categories page to gxadmin/index.php or (2) page parameter to index.php.,GeniXCMS
3127,CVE-2015-2679,semplon,GeniXCMS,https://github.com/semplon/GeniXCMS,Multiple SQL injection vulnerabilities in MetalGenix GeniXCMS before 0.0.2 allow remote attackers to execute arbitrary SQL commands via the (1) page parameter to index.php or (2) username parameter to gxadmin/login.php.,GeniXCMS
2338,CVE-2015-2680,semplon,GeniXCMS,https://github.com/semplon/GeniXCMS,Cross-site request forgery (CSRF) vulnerability in MetalGenix GeniXCMS before 0.0.2 allows remote attackers to hijack the authentication of administrators for requests that add an administrator account via a request in the users page to gxadmin/index.php.,GeniXCMS
1957,CVE-2015-2686,torvalds,linux,https://github.com/torvalds/linux,"net/socket.c in the Linux kernel 3.19 before 3.19.3 does not validate certain range data for (1) sendto and (2) recvfrom system calls, which allows local users to gain privileges by leveraging a subsystem that uses the copy_from_iter function in the iov_iter interface, as demonstrated by the Bluetooth subsystem.",Linux
2995,CVE-2015-2694,krb5,krb5,https://github.com/krb5/krb5,"The kdcpreauth modules in MIT Kerberos 5 (aka krb5) 1.12.x and 1.13.x before 1.13.2 do not properly track whether a client's request has been validated, which allows remote attackers to bypass an intended preauthentication requirement by providing (1) zero bytes of data or (2) an arbitrary realm name, related to plugins/preauth/otp/main.c and plugins/preauth/pkinit/pkinit_srv.c.",krb5
789,CVE-2015-2696,krb5,krb5,https://github.com/krb5/krb5,"lib/gssapi/krb5/iakerb.c in MIT Kerberos 5 (aka krb5) before 1.14 relies on an inappropriate context handle, which allows remote attackers to cause a denial of service (incorrect pointer read and process crash) via a crafted IAKERB packet that is mishandled during a gss_inquire_context call.",krb5
1279,CVE-2015-2697,krb5,krb5,https://github.com/krb5/krb5,The build_principal_va function in lib/krb5/krb/bld_princ.c in MIT Kerberos 5 (aka krb5) before 1.14 allows remote authenticated users to cause a denial of service (out-of-bounds read and KDC crash) via an initial '\0' character in a long realm field within a TGS request.,krb5
3169,CVE-2015-2698,krb5,krb5,https://github.com/krb5/krb5,"The iakerb_gss_export_sec_context function in lib/gssapi/krb5/iakerb.c in MIT Kerberos 5 (aka krb5) 1.14 pre-release 2015-09-14 improperly accesses a certain pointer, which allows remote authenticated users to cause a denial of service (memory corruption) or possibly have unspecified other impact by interacting with an application that calls the gss_export_sec_context function.  NOTE: this vulnerability exists because of an incorrect fix for CVE-2015-2696.",krb5
824,CVE-2015-2745,mozilla-b2g,gaia,https://github.com/mozilla-b2g/gaia,"Multiple cross-site scripting (XSS) vulnerabilities in the Search app in Gaia in Mozilla Firefox OS before 2.2 allow remote attackers to inject arbitrary HTML via the (1) name or (2) title field in card content associated with a search link that is mishandled after a HOME button press or a Show Windows action, as demonstrated by embedding an arbitrary application or spoofing the account-creation page.",Gaia
3153,CVE-2015-2779,quassel,quassel,https://github.com/quassel/quassel,Stack consumption vulnerability in the message splitting functionality in Quassel before 0.12-rc1 allows remote attackers to cause a denial of service (uncontrolled recursion) via a crafted massage.,Quassel
105,CVE-2015-2796,Project-Pier,ProjectPier-Core,https://github.com/Project-Pier/ProjectPier-Core,"Multiple cross-site scripting (XSS) vulnerabilities in Project-Pier ProjectPier-Core allow remote attackers to inject arbitrary web script or HTML via the search_for parameter to (1) search_by_tag.php, (2) search_contacts.php, or (3) search.php.",ProjectPier-Core
1944,CVE-2015-2830,torvalds,linux,https://github.com/torvalds/linux,"arch/x86/kernel/entry_64.S in the Linux kernel before 3.19.2 does not prevent the TS_COMPAT flag from reaching a user-mode task, which might allow local users to bypass the seccomp or audit protection mechanism via a crafted application that uses the (1) fork or (2) close system call, as demonstrated by an attack against seccomp before 3.16.",Linux
743,CVE-2015-2831,kmatheussen,das_watchdog,https://github.com/kmatheussen/das_watchdog,Buffer overflow in das_watchdog 0.9.0 allows local users to execute arbitrary code with root privileges via a large string in the XAUTHORITY environment variable.,das_watchdog
1183,CVE-2015-2861,serghey-rodin,vesta,https://github.com/serghey-rodin/vesta,Cross-site request forgery (CSRF) vulnerability in Vesta Control Panel before 0.9.8-14 allows remote attackers to hijack the authentication of arbitrary users.,Vesta
