,cve_id,user,project,repository,description,label
933,CVE-2014-8761,splitbrain,dokuwiki,https://github.com/splitbrain/dokuwiki,"inc/template.php in DokuWiki before 2014-05-05a only checks for access to the root namespace, which allows remote attackers to access arbitrary images via a media file details ajax call.",DokuWiki
934,CVE-2014-8762,splitbrain,dokuwiki,https://github.com/splitbrain/dokuwiki,The ajax_mediadiff function in DokuWiki before 2014-05-05a allows remote attackers to access arbitrary images via a crafted namespace in the ns parameter.,DokuWiki
935,CVE-2014-8763,splitbrain,dokuwiki,https://github.com/splitbrain/dokuwiki,"DokuWiki before 2014-05-05b, when using Active Directory for LDAP authentication, allows remote attackers to bypass authentication via a password starting with a null (\0) character and a valid user name, which triggers an unauthenticated bind.",DokuWiki
936,CVE-2014-8764,splitbrain,dokuwiki,https://github.com/splitbrain/dokuwiki,"DokuWiki 2014-05-05a and earlier, when using Active Directory for LDAP authentication, allows remote attackers to bypass authentication via a user name and password starting with a null (\0) character, which triggers an anonymous bind.",DokuWiki
937,CVE-2014-8884,torvalds,linux,https://github.com/torvalds/linux,Stack-based buffer overflow in the ttusbdecfe_dvbs_diseqc_send_master_cmd function in drivers/media/usb/ttusb-dec/ttusbdecfe.c in the Linux kernel before 3.17.4 allows local users to cause a denial of service (system crash) or possibly gain privileges via a large message length in an ioctl call.,Linux
938,CVE-2014-8958,phpmyadmin,phpmyadmin,https://github.com/phpmyadmin/phpmyadmin,"Multiple cross-site scripting (XSS) vulnerabilities in phpMyAdmin 4.0.x before 4.0.10.6, 4.1.x before 4.1.14.7, and 4.2.x before 4.2.12 allow remote authenticated users to inject arbitrary web script or HTML via a crafted (1) database, (2) table, or (3) column name that is improperly handled during rendering of the table browse page; a crafted ENUM value that is improperly handled during rendering of the (4) table print view or (5) zoom search page; or (6) a crafted pma_fontsize cookie that is improperly handled during rendering of the home page.",phpMyAdmin
939,CVE-2014-8959,phpmyadmin,phpmyadmin,https://github.com/phpmyadmin/phpmyadmin,"Directory traversal vulnerability in libraries/gis/GIS_Factory.class.php in the GIS editor in phpMyAdmin 4.0.x before 4.0.10.6, 4.1.x before 4.1.14.7, and 4.2.x before 4.2.12 allows remote authenticated users to include and execute arbitrary local files via a crafted geometry-type parameter.",phpMyAdmin
940,CVE-2014-8960,phpmyadmin,phpmyadmin,https://github.com/phpmyadmin/phpmyadmin,Cross-site scripting (XSS) vulnerability in libraries/error_report.lib.php in the error-reporting feature in phpMyAdmin 4.1.x before 4.1.14.7 and 4.2.x before 4.2.12 allows remote authenticated users to inject arbitrary web script or HTML via a crafted filename.,phpMyAdmin
941,CVE-2014-8961,phpmyadmin,phpmyadmin,https://github.com/phpmyadmin/phpmyadmin,Directory traversal vulnerability in libraries/error_report.lib.php in the error-reporting feature in phpMyAdmin 4.1.x before 4.1.14.7 and 4.2.x before 4.2.12 allows remote authenticated users to obtain potentially sensitive information about a file's line count via a crafted parameter.,phpMyAdmin
942,CVE-2014-8986,mantisbt,mantisbt,https://github.com/mantisbt/mantisbt,"Cross-site scripting (XSS) vulnerability in the selection list in the filters in the Configuration Report page (adm_config_report.php) in MantisBT 1.2.13 through 1.2.17 allows remote administrators to inject arbitrary web script or HTML via a crafted config option, a different vulnerability than CVE-2014-8987.",MantisBT
943,CVE-2014-8987,mantisbt,mantisbt,https://github.com/mantisbt/mantisbt,"Cross-site scripting (XSS) vulnerability in the ""set configuration"" box in the Configuration Report page (adm_config_report.php) in MantisBT 1.2.13 through 1.2.17 allows remote administrators to inject arbitrary web script or HTML via the config_option parameter, a different vulnerability than CVE-2014-8986.",MantisBT
944,CVE-2014-8988,mantisbt,mantisbt,https://github.com/mantisbt/mantisbt,MantisBT before 1.2.18 allows remote authenticated users to bypass the $g_download_attachments_threshold and $g_view_attachments_threshold restrictions and read attachments for private projects by leveraging access to a project that does not restrict access to attachments and a request to the download URL.,MantisBT
945,CVE-2014-8990,axkibe,lsyncd,https://github.com/axkibe/lsyncd,default-rsyncssh.lua in Lsyncd 2.1.5 and earlier allows remote attackers to execute arbitrary commands via shell metacharacters in a filename.,Lsyncd
946,CVE-2014-8991,pypa,pip,https://github.com/pypa/pip,pip 1.3 through 1.5.6 allows local users to cause a denial of service (prevention of package installation) by creating a /tmp/pip-build-* file for another user.,pip
947,CVE-2014-8992,modxcms,revolution,https://github.com/modxcms/revolution,Cross-site scripting (XSS) vulnerability in manager/assets/fileapi/FileAPI.flash.image.swf in MODX Revolution 2.3.2-pl allows remote attackers to inject arbitrary web script or HTML via the callback parameter.,Revolution
948,CVE-2014-9089,mantisbt,mantisbt,https://github.com/mantisbt/mantisbt,Multiple SQL injection vulnerabilities in view_all_bug_page.php in MantisBT before 1.2.18 allow remote attackers to execute arbitrary SQL commands via the (1) sort or (2) dir parameter to view_all_set.php.,MantisBT
949,CVE-2014-9090,torvalds,linux,https://github.com/torvalds/linux,"The do_double_fault function in arch/x86/kernel/traps.c in the Linux kernel through 3.17.4 does not properly handle faults associated with the Stack Segment (SS) segment register, which allows local users to cause a denial of service (panic) via a modify_ldt system call, as demonstrated by sigreturn_32 in the linux-clock-tests test suite.",Linux
950,CVE-2014-9114,karelzak,util-linux,https://github.com/karelzak/util-linux,Blkid in util-linux before 2.26rc-1 allows local users to execute arbitrary code.,util-linux
951,CVE-2014-9117,mantisbt,mantisbt,https://github.com/mantisbt/mantisbt,"MantisBT before 1.2.18 uses the public_key parameter value as the key to the CAPTCHA answer, which allows remote attackers to bypass the CAPTCHA protection mechanism by leveraging knowledge of a CAPTCHA answer for a public_key parameter value, as demonstrated by E4652 for the public_key value 0.",MantisBT
952,CVE-2014-9140,the-tcpdump-group,tcpdump,https://github.com/the-tcpdump-group/tcpdump,Buffer overflow in the ppp_hdlc function in print-ppp.c in tcpdump 4.6.2 and earlier allows remote attackers to cause a denial of service (crash) cia a crafted PPP packet.,tcpdump
953,CVE-2014-9157,ellson,graphviz,https://github.com/ellson/graphviz,"Format string vulnerability in the yyerror function in lib/cgraph/scan.l in Graphviz allows remote attackers to have unspecified impact via format string specifiers in unknown vectors, which are not properly handled in an error string.",Graphviz
954,CVE-2014-9218,phpmyadmin,phpmyadmin,https://github.com/phpmyadmin/phpmyadmin,"libraries/common.inc.php in phpMyAdmin 4.0.x before 4.0.10.7, 4.1.x before 4.1.14.8, and 4.2.x before 4.2.13.1 allows remote attackers to cause a denial of service (resource consumption) via a long password.",phpMyAdmin
955,CVE-2014-9219,phpmyadmin,phpmyadmin,https://github.com/phpmyadmin/phpmyadmin,Cross-site scripting (XSS) vulnerability in the redirection feature in url.php in phpMyAdmin 4.2.x before 4.2.13.1 allows remote attackers to inject arbitrary web script or HTML via the url parameter.,phpMyAdmin
956,CVE-2014-9253,splitbrain,dokuwiki,https://github.com/splitbrain/dokuwiki,"The default file type whitelist configuration in conf/mime.conf in the Media Manager in DokuWiki before 2014-09-29b allows remote attackers to execute arbitrary web script or HTML by uploading an SWF file, then accessing it via the media parameter to lib/exe/fetch.php.",DokuWiki
957,CVE-2014-9269,mantisbt,mantisbt,https://github.com/mantisbt/mantisbt,"Cross-site scripting (XSS) vulnerability in helper_api.php in MantisBT 1.1.0a1 through 1.2.x before 1.2.18, when Extended project browser is enabled, allows remote attackers to inject arbitrary web script or HTML via the project cookie.",MantisBT
958,CVE-2014-9270,mantisbt,mantisbt,https://github.com/mantisbt/mantisbt,"Cross-site scripting (XSS) vulnerability in the projax_array_serialize_for_autocomplete function in core/projax_api.php in MantisBT 1.1.0a3 through 1.2.17 allows remote attackers to inject arbitrary web script or HTML via the ""profile/Platform"" field.",MantisBT
959,CVE-2014-9271,mantisbt,mantisbt,https://github.com/mantisbt/mantisbt,"Cross-site scripting (XSS) vulnerability in file_download.php in MantisBT before 1.2.18 allows remote authenticated users to inject arbitrary web script or HTML via a Flash file with an image extension, related to inline attachments, as demonstrated by a .swf.jpeg filename.",MantisBT
960,CVE-2014-9272,mantisbt,mantisbt,https://github.com/mantisbt/mantisbt,"The string_insert_href function in MantisBT 1.2.0a1 through 1.2.x before 1.2.18 does not properly validate the URL protocol, which allows remote attackers to conduct cross-site scripting (XSS) attacks via the javascript:// protocol.",MantisBT
961,CVE-2014-9273,libguestfs,hivex,https://github.com/libguestfs/hivex,"lib/handle.c in Hivex before 1.3.11 allows local users to execute arbitrary code and gain privileges via a small hive files, which triggers an out-of-bounds read or write.",Hivex
962,CVE-2014-9279,mantisbt,mantisbt,https://github.com/mantisbt/mantisbt,The print_test_result function in admin/upgrade_unattended.php in MantisBT 1.1.0a3 through 1.2.x before 1.2.18 allows remote attackers to obtain database credentials via a URL in the hostname parameter and reading the parameters in the response sent to the URL.,MantisBT
963,CVE-2014-9280,mantisbt,mantisbt,https://github.com/mantisbt/mantisbt,The current_user_get_bug_filter function in core/current_user_api.php in MantisBT before 1.2.18 allows remote attackers to execute arbitrary PHP code via the filter parameter.,MantisBT
964,CVE-2014-9281,mantisbt,mantisbt,https://github.com/mantisbt/mantisbt,Cross-site scripting (XSS) vulnerability in admin/copy_field.php in MantisBT before 1.2.18 allows remote attackers to inject arbitrary web script or HTML via the dest_id field.,MantisBT
965,CVE-2014-9322,torvalds,linux,https://github.com/torvalds/linux,"arch/x86/kernel/entry_64.S in the Linux kernel before 3.17.5 does not properly handle faults associated with the Stack Segment (SS) segment register, which allows local users to gain privileges by triggering an IRET instruction that leads to access to a GS Base address from the wrong space.",Linux
966,CVE-2014-9343,GlobizSolutions,snowfox,https://github.com/GlobizSolutions/snowfox,Open redirect vulnerability in modules/system/controller/selectlanguage.class.php in Snowfox CMS 1.0 allows remote attackers to redirect users to arbitrary web sites and conduct phishing attacks via a URL in the rd parameter in a submit action to snowfox/.,Snowfox
967,CVE-2014-9344,GlobizSolutions,snowfox,https://github.com/GlobizSolutions/snowfox,Cross-site request forgery (CSRF) vulnerability in Snowfox CMS before 1.0.10 allows remote attackers to hijack the authentication of administrators for requests that add a new admin account via a submit action in the admin/accounts/create uri to snowfox/.,Snowfox
968,CVE-2014-9351,teeworlds,teeworlds,https://github.com/teeworlds/teeworlds,engine/server/server.cpp in Teeworlds 0.6.x before 0.6.3 allows remote attackers to read memory and cause a denial of service (crash) via unspecified vectors.,Teeworlds
969,CVE-2014-9376,Ettercap,ettercap,https://github.com/Ettercap/ettercap,"Integer underflow in Ettercap 0.8.1 allows remote attackers to cause a denial of service (out-of-bounds write) and possibly execute arbitrary code via a small (1) size variable value in the dissector_dhcp function in dissectors/ec_dhcp.c, (2) length value to the dissector_gg function in dissectors/ec_gg.c, or (3) string length to the get_decode_len function in ec_utils.c or a request without a (4) username or (5) password to the dissector_TN3270 function in dissectors/ec_TN3270.c.",Ettercap
970,CVE-2014-9377,Ettercap,ettercap,https://github.com/Ettercap/ettercap,Heap-based buffer overflow in the nbns_spoof function in plug-ins/nbns_spoof/nbns_spoof.c in Ettercap 0.8.1 allows remote attackers to cause a denial of service or possibly execute arbitrary code via a large netbios packet.,Ettercap
971,CVE-2014-9378,Ettercap,ettercap,https://github.com/Ettercap/ettercap,"Ettercap 0.8.1 does not validate certain return values, which allows remote attackers to cause a denial of service (crash) or possibly execute arbitrary code via a crafted (1) name to the parse_line function in mdns_spoof/mdns_spoof.c or (2) base64 encoded password to the dissector_imap function in dissectors/ec_imap.c.",Ettercap
972,CVE-2014-9379,Ettercap,ettercap,https://github.com/Ettercap/ettercap,"The radius_get_attribute function in dissectors/ec_radius.c in Ettercap 0.8.1 performs an incorrect cast, which allows remote attackers to cause a denial of service (crash) or possibly execute arbitrary code via unspecified vectors, which triggers a stack-based buffer overflow.",Ettercap
973,CVE-2014-9380,Ettercap,ettercap,https://github.com/Ettercap/ettercap,The dissector_cvs function in dissectors/ec_cvs.c in Ettercap 0.8.1 allows remote attackers to cause a denial of service (out-of-bounds read) via a packet containing only a CVS_LOGIN signature.,Ettercap
974,CVE-2014-9381,Ettercap,ettercap,https://github.com/Ettercap/ettercap,"Integer signedness error in the dissector_cvs function in dissectors/ec_cvs.c in Ettercap 0.8.1 allows remote attackers to cause a denial of service (crash) via a crafted password, which triggers a large memory allocation.",Ettercap
975,CVE-2014-9403,znc,znc,https://github.com/znc/znc,"The CWebAdminMod::ChanPage function in modules/webadmin.cpp in ZNC before 1.4 allows remote authenticated users to cause a denial of service (NULL pointer dereference and crash) by adding a channel with the same name as an existing channel but without the leading # character, related to a ""use-after-delete"" error.",ZNC
976,CVE-2014-9419,torvalds,linux,https://github.com/torvalds/linux,"The __switch_to function in arch/x86/kernel/process_64.c in the Linux kernel through 3.18.1 does not ensure that Thread Local Storage (TLS) descriptors are loaded before proceeding with other steps, which makes it easier for local users to bypass the ASLR protection mechanism via a crafted application that reads a TLS base address.",Linux
977,CVE-2014-9420,torvalds,linux,https://github.com/torvalds/linux,"The rock_continue function in fs/isofs/rock.c in the Linux kernel through 3.18.1 does not restrict the number of Rock Ridge continuation entries, which allows local users to cause a denial of service (infinite loop, and system crash or hang) via a crafted iso9660 image.",Linux
978,CVE-2014-9421,krb5,krb5,https://github.com/krb5/krb5,"The auth_gssapi_unwrap_data function in lib/rpc/auth_gssapi_misc.c in MIT Kerberos 5 (aka krb5) through 1.11.5, 1.12.x through 1.12.2, and 1.13.x before 1.13.1 does not properly handle partial XDR deserialization, which allows remote authenticated users to cause a denial of service (use-after-free and double free, and daemon crash) or possibly execute arbitrary code via malformed XDR data, as demonstrated by data sent to kadmind.",krb5
979,CVE-2014-9422,krb5,krb5,https://github.com/krb5/krb5,"The check_rpcsec_auth function in kadmin/server/kadm_rpc_svc.c in kadmind in MIT Kerberos 5 (aka krb5) through 1.11.5, 1.12.x through 1.12.2, and 1.13.x before 1.13.1 allows remote authenticated users to bypass a kadmin/* authorization check and obtain administrative access by leveraging access to a two-component principal with an initial ""kadmind"" substring, as demonstrated by a ""ka/x"" principal.",krb5
980,CVE-2014-9423,krb5,krb5,https://github.com/krb5/krb5,"The svcauth_gss_accept_sec_context function in lib/rpc/svc_auth_gss.c in MIT Kerberos 5 (aka krb5) 1.11.x through 1.11.5, 1.12.x through 1.12.2, and 1.13.x before 1.13.1 transmits uninitialized interposer data to clients, which allows remote attackers to obtain sensitive information from process heap memory by sniffing the network for data in a handle field.",krb5
981,CVE-2014-9428,torvalds,linux,https://github.com/torvalds/linux,"The batadv_frag_merge_packets function in net/batman-adv/fragmentation.c in the B.A.T.M.A.N. implementation in the Linux kernel through 3.18.1 uses an incorrect length field during a calculation of an amount of memory, which allows remote attackers to cause a denial of service (mesh-node system crash) via fragmented packets.",Linux
982,CVE-2014-9432,s9y,Serendipity,https://github.com/s9y/Serendipity,Multiple cross-site scripting (XSS) vulnerabilities in templates/2k11/admin/overview.inc.tpl in Serendipity before 2.0-rc2 allow remote attackers to inject arbitrary web script or HTML via a blog comment in the QUERY_STRING to serendipity/index.php.,Serendipity
983,CVE-2014-9459,e107inc,e107,https://github.com/e107inc/e107,Cross-site request forgery (CSRF) vulnerability in the AdminObserver function in e107_admin/users.php in e107 2.0 alpha2 allows remote attackers to hijack the authentication of administrators for requests that add users to the administrator group via the id parameter in an admin action.,e107
984,CVE-2014-9464,microweber,microweber,https://github.com/microweber/microweber,"SQL injection vulnerability in Category.php in Microweber CMS 0.95 before 20141209 allows remote attackers to execute arbitrary SQL commands via the category parameter when displaying a category, related to the $parent_id variable.",Microweber
985,CVE-2014-9489,gollum,gollum,https://github.com/gollum/gollum,"The gollum-grit_adapter Ruby gem dependency in gollum before 3.1.1 and the gollum-lib gem dependency in gollum-lib before 4.0.1 when the string ""master"" is in any of the wiki documents, allows remote authenticated users to execute arbitrary code via the -O or --open-files-in-pager flags.",gollum
986,CVE-2014-9490,getsentry,raven-ruby,https://github.com/getsentry/raven-ruby,The numtok function in lib/raven/okjson.rb in the raven-ruby gem before 0.12.2 for Ruby allows remote attackers to cause a denial of service via a large exponent value in a scientific number.,raven-ruby
987,CVE-2014-9496,erikd,libsndfile,https://github.com/erikd/libsndfile,"The sd2_parse_rsrc_fork function in sd2.c in libsndfile allows attackers to have unspecified impact via vectors related to a (1) map offset or (2) rsrc marker, which triggers an out-of-bounds read.",libsndfile
988,CVE-2014-9515,DozerMapper,dozer,https://github.com/DozerMapper/dozer,"Dozer improperly uses a reflection-based approach to type conversion, which might allow remote attackers to execute arbitrary code via a crafted serialized object.",Dozer
989,CVE-2014-9528,humhub,humhub,https://github.com/humhub/humhub,SQL injection vulnerability in the actionIndex function in protected/modules_core/notification/controllers/ListController.php in HumHub 0.10.0-rc.1 and earlier allows remote authenticated users to execute arbitrary SQL commands via the from parameter to index.php. NOTE: this can be leveraged for cross-site scripting (XSS) attacks via a request that causes an error.,HumHub
990,CVE-2014-9529,torvalds,linux,https://github.com/torvalds/linux,Race condition in the key_gc_unused_keys function in security/keys/gc.c in the Linux kernel through 3.18.2 allows local users to cause a denial of service (memory corruption or panic) or possibly have unspecified other impact via keyctl commands that trigger access to a key structure member during garbage collection of a key.,Linux
991,CVE-2014-9571,mantisbt,mantisbt,https://github.com/mantisbt/mantisbt,Cross-site scripting (XSS) vulnerability in admin/install.php in MantisBT before 1.2.19 and 1.3.x before 1.3.0-beta.2 allows remote attackers to inject arbitrary web script or HTML via the (1) admin_username or (2) admin_password parameter.,MantisBT
992,CVE-2014-9573,mantisbt,mantisbt,https://github.com/mantisbt/mantisbt,SQL injection vulnerability in manage_user_page.php in MantisBT before 1.2.19 and 1.3.x before 1.3.0-beta.2 allows remote administrators with FILE privileges to execute arbitrary SQL commands via the MANTIS_MANAGE_USERS_COOKIE cookie.,MantisBT
993,CVE-2014-9584,torvalds,linux,https://github.com/torvalds/linux,"The parse_rock_ridge_inode_internal function in fs/isofs/rock.c in the Linux kernel before 3.18.2 does not validate a length value in the Extensions Reference (ER) System Use Field, which allows local users to obtain sensitive information from kernel memory via a crafted iso9660 image.",Linux
994,CVE-2014-9601,python-pillow,Pillow,https://github.com/python-pillow/Pillow,Pillow before 2.7.0 allows remote attackers to cause a denial of service via a compressed text chunk in a PNG image that has a large size when it is decompressed.,Pillow
995,CVE-2014-9620,file,file,https://github.com/file/file,The ELF parser in file 5.08 through 5.21 allows remote attackers to cause a denial of service via a large number of notes.,file
996,CVE-2014-9621,file,file,https://github.com/file/file,The ELF parser in file 5.16 through 5.21 allows remote attackers to cause a denial of service via a long string.,file
997,CVE-2014-9634,jenkinsci,jenkins,https://github.com/jenkinsci/jenkins,"Jenkins before 1.586 does not set the secure flag on session cookies when run on Tomcat 7.0.41 or later, which makes it easier for remote attackers to capture cookies by intercepting their transmission within an HTTP session.",Jenkins
998,CVE-2014-9635,jenkinsci,jenkins,https://github.com/jenkinsci/jenkins,"Jenkins before 1.586 does not set the HttpOnly flag in a Set-Cookie header for session cookies when run on Tomcat 7.0.41 or later, which makes it easier for remote attackers to obtain potentially sensitive information via script access to cookies.",Jenkins
999,CVE-2014-9644,torvalds,linux,https://github.com/torvalds/linux,"The Crypto API in the Linux kernel before 3.18.5 allows local users to load arbitrary kernel modules via a bind system call for an AF_ALG socket with a parenthesized module template expression in the salg_name field, as demonstrated by the vfat(aes) expression, a different vulnerability than CVE-2013-7421.",Linux
1000,CVE-2014-9652,file,file,https://github.com/file/file,"The mconvert function in softmagic.c in file before 5.21, as used in the Fileinfo component in PHP before 5.4.37, 5.5.x before 5.5.21, and 5.6.x before 5.6.5, does not properly handle a certain string-length field during a copy of a truncated version of a Pascal string, which might allow remote attackers to cause a denial of service (out-of-bounds memory access and application crash) via a crafted file.",file
1001,CVE-2014-9653,file,file,https://github.com/file/file,"readelf.c in file before 5.22, as used in the Fileinfo component in PHP before 5.4.37, 5.5.x before 5.5.21, and 5.6.x before 5.6.5, does not consider that pread calls sometimes read only a subset of the available data, which allows remote attackers to cause a denial of service (uninitialized memory access) or possibly have unspecified other impact via a crafted ELF file.",file
1002,CVE-2014-9683,torvalds,linux,https://github.com/torvalds/linux,Off-by-one error in the ecryptfs_decode_from_filename function in fs/ecryptfs/crypto.c in the eCryptfs subsystem in the Linux kernel before 3.18.2 allows local users to cause a denial of service (buffer overflow and system crash) or possibly gain privileges via a crafted filename.,Linux
1003,CVE-2014-9701,mantisbt,mantisbt,https://github.com/mantisbt/mantisbt,Cross-site scripting (XSS) vulnerability in MantisBT before 1.2.19 and 1.3.x before 1.3.0-beta.2 allows remote attackers to inject arbitrary web script or HTML via the url parameter to permalink_page.php.,MantisBT
1004,CVE-2014-9707,embedthis,goahead,https://github.com/embedthis/goahead,"EmbedThis GoAhead 3.0.0 through 3.4.1 does not properly handle path segments starting with a . (dot), which allows remote attackers to conduct directory traversal attacks, cause a denial of service (heap-based buffer overflow and crash), or possibly execute arbitrary code via a crafted URI.",GoAhead
1005,CVE-2014-9708,embedthis,appweb,https://github.com/embedthis/appweb,"Embedthis Appweb before 4.6.6 and 5.x before 5.2.1 allows remote attackers to cause a denial of service (NULL pointer dereference) via a Range header with an empty value, as demonstrated by ""Range: x=,"".",Appweb
1006,CVE-2014-9710,torvalds,linux,https://github.com/torvalds/linux,"The Btrfs implementation in the Linux kernel before 3.19 does not ensure that the visible xattr state is consistent with a requested replacement, which allows local users to bypass intended ACL settings and gain privileges via standard filesystem operations (1) during an xattr-replacement time window, related to a race condition, or (2) after an xattr-replacement attempt that fails because the data does not fit.",Linux
1007,CVE-2014-9714,facebook,hhvm,https://github.com/facebook/hhvm,Cross-site scripting (XSS) vulnerability in the WddxPacket::recursiveAddVar function in HHVM (aka the HipHop Virtual Machine) before 3.5.0 allows remote attackers to inject arbitrary web script or HTML via a crafted string to the wddx_serialize_value function.,HHVM
1008,CVE-2014-9715,torvalds,linux,https://github.com/torvalds/linux,"include/net/netfilter/nf_conntrack_extend.h in the netfilter subsystem in the Linux kernel before 3.14.5 uses an insufficiently large data type for certain extension data, which allows local users to cause a denial of service (NULL pointer dereference and OOPS) via outbound network traffic that triggers extension loading, as demonstrated by configuring a PPTP tunnel in a NAT environment.",Linux
1009,CVE-2014-9716,kogmbh,WebODF,https://github.com/kogmbh/WebODF,Cross-site scripting (XSS) vulnerability in WebODF before 0.5.4 allows remote attackers to inject arbitrary web script or HTML via a file name.,WebODF
1010,CVE-2014-9717,torvalds,linux,https://github.com/torvalds/linux,"fs/namespace.c in the Linux kernel before 4.0.2 processes MNT_DETACH umount2 system calls without verifying that the MNT_LOCKED flag is unset, which allows local users to bypass intended access restrictions and navigate to filesystem locations beneath a mount by calling umount2 within a user namespace.",Linux
1011,CVE-2014-9721,zeromq,libzmq,https://github.com/zeromq/libzmq,libzmq before 4.0.6 and 4.1.x before 4.1.1 allows remote attackers to conduct downgrade attacks and bypass ZMTP v3 protocol security mechanisms via a ZMTP v2 or earlier header.,libzmq
1012,CVE-2014-9728,torvalds,linux,https://github.com/torvalds/linux,"The UDF filesystem implementation in the Linux kernel before 3.18.2 does not validate certain lengths, which allows local users to cause a denial of service (buffer over-read and system crash) via a crafted filesystem image, related to fs/udf/inode.c and fs/udf/symlink.c.",Linux
1013,CVE-2014-9729,torvalds,linux,https://github.com/torvalds/linux,"The udf_read_inode function in fs/udf/inode.c in the Linux kernel before 3.18.2 does not ensure a certain data-structure size consistency, which allows local users to cause a denial of service (system crash) via a crafted UDF filesystem image.",Linux
1014,CVE-2014-9730,torvalds,linux,https://github.com/torvalds/linux,"The udf_pc_to_char function in fs/udf/symlink.c in the Linux kernel before 3.18.2 relies on component lengths that are unused, which allows local users to cause a denial of service (system crash) via a crafted UDF filesystem image.",Linux
1015,CVE-2014-9731,torvalds,linux,https://github.com/torvalds/linux,"The UDF filesystem implementation in the Linux kernel before 3.18.2 does not ensure that space is available for storing a symlink target's name along with a trailing \0 character, which allows local users to obtain sensitive information via a crafted filesystem image, related to fs/udf/symlink.c and fs/udf/unicode.c.",Linux
1016,CVE-2014-9733,nwjs,nw.js,https://github.com/nwjs/nw.js,"nw.js before 0.11.5 can simulate user input events in a normal frame, which allows remote attackers to have unspecified impact via unknown vectors.",nw.js
1017,CVE-2014-9756,erikd,libsndfile,https://github.com/erikd/libsndfile,The psf_fwrite function in file_io.c in libsndfile allows attackers to cause a denial of service (divide-by-zero error and application crash) via unspecified vectors related to the headindex variable.,libsndfile
1018,CVE-2014-9767,facebook,hhvm,https://github.com/facebook/hhvm,"Directory traversal vulnerability in the ZipArchive::extractTo function in ext/zip/php_zip.c in PHP before 5.4.45, 5.5.x before 5.5.29, and 5.6.x before 5.6.13 and ext/zip/ext_zip.cpp in HHVM before 3.12.1 allows remote attackers to create arbitrary empty directories via a crafted ZIP archive.",HHVM
1019,CVE-2014-9773,atheme,atheme,https://github.com/atheme/atheme,"modules/chanserv/flags.c in Atheme before 7.2.7 allows remote attackers to modify the Anope FLAGS behavior by registering and dropping the (1) LIST, (2) CLEAR, or (3) MODIFY keyword nicks.",Atheme
1020,CVE-2014-9803,torvalds,linux,https://github.com/torvalds/linux,"arch/arm64/include/asm/pgtable.h in the Linux kernel before 3.15-rc5-next-20140519, as used in Android before 2016-07-05 on Nexus 5X and 6P devices, mishandles execute-only pages, which allows attackers to gain privileges via a crafted application, aka Android internal bug 28557020.",Linux
1021,CVE-2014-9870,torvalds,linux,https://github.com/torvalds/linux,"The Linux kernel before 3.11 on ARM platforms, as used in Android before 2016-08-05 on Nexus 5 and 7 (2013) devices, does not properly consider user-space access to the TPIDRURW register, which allows local users to gain privileges via a crafted application, aka Android internal bug 28749743 and Qualcomm internal bug CR561044.",Linux
1022,CVE-2014-9888,torvalds,linux,https://github.com/torvalds/linux,"arch/arm/mm/dma-mapping.c in the Linux kernel before 3.13 on ARM platforms, as used in Android before 2016-08-05 on Nexus 5 and 7 (2013) devices, does not prevent executable DMA mappings, which might allow local users to gain privileges via a crafted application, aka Android internal bug 28803642 and Qualcomm internal bug CR642735.",Linux
1023,CVE-2014-9895,torvalds,linux,https://github.com/torvalds/linux,"drivers/media/media-device.c in the Linux kernel before 3.11, as used in Android before 2016-08-05 on Nexus 5 and 7 (2013) devices, does not properly initialize certain data structures, which allows local users to obtain sensitive information via a crafted application, aka Android internal bug 28750150 and Qualcomm internal bug CR570757, a different vulnerability than CVE-2014-1739.",Linux
1024,CVE-2014-9903,torvalds,linux,https://github.com/torvalds/linux,"The sched_read_attr function in kernel/sched/core.c in the Linux kernel 3.14-rc before 3.14-rc4 uses an incorrect size, which allows local users to obtain sensitive information from kernel stack memory via a crafted sched_getattr system call.",Linux
1025,CVE-2014-9904,torvalds,linux,https://github.com/torvalds/linux,"The snd_compress_check_input function in sound/core/compress_offload.c in the ALSA subsystem in the Linux kernel before 3.17 does not properly check for an integer overflow, which allows local users to cause a denial of service (insufficient memory allocation) or possibly have unspecified other impact via a crafted SNDRV_COMPRESS_SET_PARAMS ioctl call.",Linux
1026,CVE-2014-9905,inverse-inc,sogo,https://github.com/inverse-inc/sogo,Multiple cross-site scripting (XSS) vulnerabilities in the Web Calendar in SOGo before 2.2.0 allow remote attackers to inject arbitrary web script or HTML via the (1) title of an appointment or (2) contact fields.,SOGo
1027,CVE-2014-9907,ImageMagick,ImageMagick,https://github.com/ImageMagick/ImageMagick,coders/dds.c in ImageMagick allows remote attackers to cause a denial of service via a crafted DDS file.,ImageMagick
1028,CVE-2014-9914,torvalds,linux,https://github.com/torvalds/linux,Race condition in the ip4_datagram_release_cb function in net/ipv4/datagram.c in the Linux kernel before 3.15.2 allows local users to gain privileges or cause a denial of service (use-after-free) by leveraging incorrect expectations about locking during multithreaded access to internal data structures for IPv4 UDP sockets.,Linux
1029,CVE-2014-9922,torvalds,linux,https://github.com/torvalds/linux,"The eCryptfs subsystem in the Linux kernel before 3.18 allows local users to gain privileges via a large filesystem stack that includes an overlayfs layer, related to fs/ecryptfs/main.c and fs/overlayfs/super.c.",Linux
